first_word	empirical	total_emit_count	is_claude	has_ground_truth	vote_majority	vote_weighted	vote_strength	gemma_pred	gemma_softmax	gemma_correct	qwen_pred	qwen_softmax	qwen_correct	ministral_pred	ministral_softmax	ministral_correct	gpt_oss_20b_pred	gpt_oss_20b_softmax	gpt_oss_20b_correct	granite_pred	granite_softmax	granite_correct	majority_correct	weighted_correct
(✿‿❀)	HP	3	False	True	LP	LP	2-1-1-1	LP	0.6476899862726263	False	LP	0.2266440050852144	False	NB	0.6679625324821339	False	HP	0.4079453735698429	True	LN	0.7208987261915597	False	False	False
(✿‿❥)	HP	1	False	False	LP	LN	2-1-1-1	LP	0.6453097952491464	False	LP	0.2272002629710303	False	NB	0.7157925859816052	False	HP	0.4773483292144106	False	LN	0.97152112309888	False	False	False
(✿╹‿╹)	NB	18	False	True	NB	NB	3-1-1	NB	0.5643863694448983	True	HN-D	0.2142314535902158	False	NB	0.6390332190368144	True	HP	0.2735811220623799	False	NB	0.7561236852357277	True	True	True
(✿◕‿◕)	HP	5	True	True	HP	NB	3-2	HP	0.8719439330183267	True	HP	0.185337007677706	True	NB	0.7001890999446334	False	HP	0.4083266882018079	True	NB	0.8174021085154781	False	True	False
(✿◕‿◕✿)	LP	3	False	True	HP	HP	2-2-1	HP	0.9683107097748556	False	LP	0.1868337325265694	True	NB	0.6222051221475646	False	HP	0.3525200470909486	False	NB	0.6802539092009849	False	False	False
(✿◠‿◠)	LP	98	False	True	LP	NB	2-2-1	LP	0.7466078489530664	True	LP	0.1980428950275319	True	NB	0.6168401401394257	False	HP	0.384658483778421	False	NB	0.7330923346396763	False	True	False
(✿◠‿�	NB	1	False	False	LP	NB	2-2-1	LP	0.7070153106120489	False	LP	0.1924198146749116	False	NB	0.5937179966202916	False	HP	0.3032670223268943	False	NB	0.6757157623654342	False	False	False
(✿・̀ㅁ・́)	nan	0	False	False	HP	NB	2-2-1	HP	0.7289771928455787	False	LP	0.1911473349104736	False	NB	0.7764698196702134	False	HP	0.4259665639159801	False	NB	0.6786401282143013	False	False	False
(❀‿❀)	LP	1	False	False		LN	1-1-1-1-1	HP	0.5422627544733727	False	HN-D	0.2456334695991872	False	LN	0.7096140944157107	False	LP	0.2509707265298153	False	NB	0.6794082390841558	False		False
(❁´‿`❁)	LP	1	False	False	HP	LN	2-2-1	HP	0.7723258096888732	False	HP	0.2000165419453667	False	LN	0.7936214089543828	False	HN-S	0.234083831862043	False	LN	0.8933971737850429	False	False	False
(❄️)	LP	2	False	False	HN-D	HN-D	2-1-1-1	NB	0.4424906887767656	False	HN-D	0.2075654477156236	False	HN-D	0.5529661585500016	False	HN-S	0.4474137489470751	False	LN	0.7310241559409868	False	False	False
(❤️)	LN	5	False	True	LN	LN	3-2	LN	0.4729043855644746	True	HP	0.1845170482637019	False	LN	0.7291751615640827	True	HP	0.2783448973114608	False	LN	0.9705471967593626	True	True	True
"(⸜�//
⸝̫⸝)"	LN	1	False	False	HP	HP	2-1-1-1	HP	0.9800382398305054	False	HP	0.2550606132696705	False	NB	0.6322591093176607	False	HN-S	0.4249144425695219	False	HN-D	0.5724314796563021	False	False	False
(　´∀`)	HN-D	2	False	False	NB	NB	2-2-1	NB	0.7491059338452623	False	HP	0.264491453595886	False	HP	0.4444895320527143	False	LN	0.2857519386948929	False	NB	0.537998339525506	False	False	False
(　´∀`　)	HN-S	3	False	True	HP	LP	2-1-1-1	LP	0.853870308101562	False	HP	0.2459638782741876	False	HP	0.5250161737873826	False	LN	0.2562578129071571	False	NB	0.449609548897729	False	False	False
(〃¬‿¬〃)	LN	1	False	False	LP	HN-D	2-1-1-1	HN-D	0.8558153568051764	False	HP	0.2205342113257287	False	LP	0.553512259326689	False	LP	0.2332916269860009	False	LN	0.5239962119564399	False	False	False
(〃°ω°〃)	LP	1	False	False	HP	HP	2-2-1	HP	0.972106813763876	False	HP	0.2281304713383101	False	NB	0.4223533231738927	False	HN-S	0.230938680858353	False	HN-S	0.4995126650082337	False	False	False
(〃´ω`〃)	LP	1	False	False	LP	LN	2-2-1	LP	0.3687817303074853	False	LP	0.2233517198752071	False	NB	0.4668593499571999	False	LN	0.2588954325610443	False	LN	0.8686862677742732	False	False	False
(〃´д`)	LN	1	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.6250556495955493	False	HP	0.1941478973821369	False	NB	0.3916862448224212	False	HN-S	0.2560457552486373	False	LN	0.8629856796286345	False	False	False
(〃∇〃)	LN	1	False	False	HP	HP	3-1-1	HP	0.9985155238394896	False	HP	0.2389801638860471	False	NB	0.3574847113099121	False	LP	0.3112821226795434	False	HP	0.8539695942314349	False	False	False
(〃▽〃)	LN	1	False	False	HP	HP	3-1-1	HP	0.9632482637522756	False	HP	0.2442323214854084	False	NB	0.3746011821547713	False	LP	0.3684382833953993	False	HP	0.5266179372784712	False	False	False
(〃▿〃)	NB	1	False	False	LP	NB	2-2-1	LP	0.4902466147229307	False	LN	0.1907579694989427	False	NB	0.3133530196921504	False	LP	0.2441057258571452	False	NB	0.6131570709170001	False	False	False
(〃＾▽＾〃)	NB	1	False	False	HP	HP	2-2-1	HP	0.7954581969515703	False	HP	0.2501230718706489	False	LP	0.3899057653340327	False	LP	0.2681723981323067	False	NB	0.6650751513421864	False	False	False
(〃ﾟ3ﾟ〃)	HN-D	3	False	True	HP	HP	2-1-1-1	HP	0.987455381924783	False	HP	0.2180403966308747	False	LP	0.3425299315124935	False	HN-S	0.3117377937100878	False	NB	0.481302950376305	False	False	False
(〃￣ω￣〃)	LP	1	False	False	LP	LP	2-1-1-1	LP	0.5388379909240479	False	HP	0.2147323849396598	False	NB	0.3899313248815904	False	LP	0.2388114498914023	False	LN	0.608074190913528	False	False	False
(つ≧▽≦)	HP	3	False	True	HP	HP	3-2	HP	0.997389296576726	True	HP	0.2693772958271389	True	LP	0.2377700761572681	False	HP	0.3220814607002368	True	LP	0.7398203289802519	False	True	True
(つ◕o◕)	LN	1	False	False	HP	LP	2-1-1-1	HP	0.6077752082183727	False	HP	0.2434962420651477	False	NB	0.4712077707292338	False	HN-D	0.292199091818872	False	LP	0.926912956304636	False	False	False
(づ｡◕‿‿◕｡)	HP	1	False	False	HP	HP	2-2-1	HP	0.950531359879462	False	NB	0.1903116831553911	False	NB	0.306767111562869	False	HP	0.3220161568731805	False	LN	0.8676309827355638	False	False	False
(づ｡◕‿◕｡)	nan	0	False	False	NB	LN	2-1-1-1	HP	0.4080103186629643	False	NB	0.2114248068498667	False	NB	0.3401674821029896	False	LP	0.3912802121023888	False	LN	0.8968593074406983	False	False	False
(゜∇゜)	nan	0	False	False	NB	NB	2-2-1	NB	0.8528928896140369	False	LP	0.2155835285003272	False	NB	0.597553793404385	False	HN-S	0.2289822692028714	False	LP	0.5066035573104691	False	False	False
(ノ◕ヮ◕)	HP	4	True	True		HP	1-1-1-1-1	HP	0.9999001970577136	True	LP	0.2568597770627062	False	NB	0.6164079560012281	False	HN-D	0.2226384626538172	False	LN	0.9676269040486658	False		True
(・	nan	0	False	False	NB	NB	2-1-1-1	HN-S	0.7253332078444696	False	HN-D	0.1905996544782805	False	NB	0.4695353009612842	False	LN	0.2010340623131507	False	NB	0.8392942926403949	False	False	False
(・_・)	NB	69	True	True	NB	NB	4-1	NB	0.9179901255961548	True	HN-D	0.2263742953556192	False	NB	0.4784890416981683	True	NB	0.2369872260541513	True	NB	0.990346504084976	True	True	True
(・_・;)	NB	22	True	True	LN	LN	3-1-1	HN-S	0.9875222768155342	False	HN-D	0.2605062962925556	False	LN	0.3220517542811311	False	LN	0.2763197335844728	False	LN	0.6209580100739616	False	False	False
(・_・;?)	HN-S	1	False	False	HN-S	HN-S	3-1-1	HN-S	0.9996573874237276	False	HN-D	0.2558685081699262	False	LN	0.3163240661970993	False	HN-S	0.4150419959303612	False	HN-S	0.7010114293264503	False	False	False
(・_・?)	NB	1	False	False	NB	NB	3-1-1	NB	0.5538866795005051	False	HN-D	0.2909872137742461	False	NB	0.3970559684034951	False	LN	0.262051525321222	False	NB	0.9959776864481272	False	False	False
(・_・ゞ−☆	nan	0	False	False		HN-S	1-1-1-1-1	HN-S	0.6423891075892612	False	HN-D	0.2096552357418148	False	NB	0.5677392729594432	False	LP	0.2108605984689356	False	LN	0.6107137066722322	False		False
(・_・ヾ	NB	3	False	True	LN	LN	2-1-1-1	HN-S	0.8931406313745034	False	HN-D	0.1993084511914304	False	NB	0.478015259182238	True	LN	0.2525110883117465	False	LN	0.8208263031251708	False	False	False
(・`ω´・)	NB	1	False	False	NB	NB	2-1-1-1	HN-S	0.6934230111189025	False	HN-D	0.2133487847440118	False	NB	0.3070489454964917	False	LN	0.2144533726210073	False	NB	0.7937043231810481	False	False	False
(・̀.̫・́)	nan	0	False	False	HN-D	HN-S	2-1-1-1	HN-S	0.9957773891223882	False	HN-D	0.237391760271977	False	LN	0.2898544780828621	False	HN-D	0.3676862588652356	False	NB	0.7846667022229085	False	False	False
(・̀_・́)	nan	0	False	False	HN-D	HN-S	2-1-1-1	HN-S	0.9966164677399664	False	HN-D	0.2457761525163363	False	LN	0.3338057169502276	False	HN-D	0.2556103047173236	False	NB	0.4423248648450848	False	False	False
(・̀ω・́	nan	0	False	False	HN-D	HN-S	2-1-1-1	HN-S	0.9596888393214316	False	HN-D	0.1891622874863128	False	NB	0.4128744234685432	False	HN-D	0.2449655407346987	False	LN	0.451415080204927	False	False	False
(・̀ω・́)	NB	34	False	True	HN-D	NB	2-2-1	HN-S	0.959698097949846	False	HN-D	0.189088569545015	False	NB	0.4128331085905112	True	HN-D	0.2369709274612934	False	NB	0.8102450291503842	True	False	True
(・̀‿-)	nan	0	False	False	HN-D	HN-S	2-1-1-1	HN-S	0.9393563557797836	False	HN-D	0.2294388518905366	False	NB	0.4737630307506393	False	HN-D	0.1995472745731932	False	LN	0.8821967590806673	False	False	False
(・̀‿・́)	NB	69	False	True		HN-S	1-1-1-1-1	HN-S	0.9881030803051086	False	HP	0.20998891649478	False	NB	0.4514351231660936	True	HN-D	0.1936017067905339	False	LN	0.9066048834867876	False		False
(・̀ㅁ・́)	HN-D	1	False	False	HN-D	NB	2-2-1	HN-S	0.9835001467676172	False	HN-D	0.2011583020618951	False	NB	0.4324204470789896	False	HN-D	0.2475103212821593	False	NB	0.8331257010501396	False	False	False
(・̀ㅁ・́;)	nan	0	False	False	HN-D	LN	2-1-1-1	HN-S	0.9499466119845632	False	HN-D	0.3095942474552871	False	NB	0.4284584962668364	False	HN-D	0.3535405649738653	False	LN	0.9688483738853658	False	False	False
(・̀ㅂ・́)	nan	0	False	False	HN-D	NB	2-2-1	HN-S	0.9104902676850306	False	HN-D	0.2097221260388513	False	NB	0.4031267934186796	False	HN-D	0.2194281962699725	False	NB	0.6559658439232511	False	False	False
(・́⌓・̀)	nan	0	False	False	HN-D	NB	2-2-1	HN-S	0.995485842683837	False	HN-D	0.2540199304207944	False	NB	0.4951810671605036	False	HN-D	0.2314585295430487	False	NB	0.9462226988351252	False	False	False
(・́︵・̀)	nan	0	False	False	HN-D	HN-S	2-1-1-1	HN-S	0.9497039141868648	False	HN-D	0.2238567205382453	False	NB	0.4475327060165248	False	HN-D	0.2876159514117456	False	LN	0.8925420216942644	False	False	False
(・ε・)	nan	0	False	False	NB	NB	2-1-1-1	HN-S	0.9331059188059264	False	HN-D	0.2043397305482234	False	NB	0.5877385373383727	False	LP	0.2147877003636769	False	NB	0.914678984751426	False	False	False
(・ω<)	nan	0	False	False	NB	NB	4-1	NB	0.9194451645436283	False	LP	0.2177615976988764	False	NB	0.4916321314964629	False	NB	0.2783483910569927	False	NB	0.9053100640903976	False	False	False
(・ω・)	NB	8	True	True	NB	NB	4-1	NB	0.9617688930177476	True	LP	0.2162422367447883	False	NB	0.5398447863193709	True	NB	0.2286854925288734	True	NB	0.6814442850806552	True	True	True
(・ω・;)	HN-S	1	False	False	HN-D	NB	2-2-1	HN-S	0.9999422512682612	False	HN-D	0.2217988959288023	False	NB	0.4651354874722719	False	HN-D	0.2779689157684294	False	NB	0.7238939913380933	False	False	False
(・ω・?)	NB	1	True	False	HN-S	NB	2-2-1	HN-S	0.9959838638799696	False	HN-D	0.2296707767676203	False	NB	0.5468600872298233	False	HN-S	0.2540843217104409	False	NB	0.8988824757769448	False	False	False
(・ω・`)	HP	1	False	False	HN-S	NB	2-2-1	HN-S	0.9996717303807716	False	LP	0.1909683762489389	False	NB	0.4870345466540991	False	HN-S	0.2437078484208812	False	NB	0.8757701270686478	False	False	False
(・ω・`)ゝo☆	HP	1	False	False	HP	HP	3-1-1	HP	0.9999475417533162	False	HP	0.2304465669977117	False	NB	0.4309373689179123	False	HP	0.4817742639828942	False	LP	0.9996219026375716	False	False	False
(・ω・ﾉ	nan	0	False	False	LP	LP	2-1-1-1	HN-S	0.6736524962055099	False	HP	0.2018310581067313	False	NB	0.5560706256193043	False	LP	0.2566883028435909	False	LP	0.5534362286517269	False	False	False
(・ө・)	NB	2	False	False	HN-D	NB	2-2-1	HN-S	0.9563160217780888	False	HN-D	0.1991820106906423	False	NB	0.539979968595947	False	HN-D	0.2235877339140082	False	NB	0.5068885658023118	False	False	False
(・‾‿‾・)	nan	0	False	False	LP	LP	3-1-1	NB	0.9959219766469628	False	LP	0.2062297003501943	False	LN	0.3154793219004168	False	LP	0.386975199688449	False	LP	0.8228976401744407	False	False	False
(・‿・)	NB	23	False	True	NB	NB	3-1-1	NB	0.9974074513485536	True	HP	0.1933313501758309	False	NB	0.4550652987334128	True	LP	0.3602586404187662	False	NB	0.701264503903835	True	True	True
(・∀・)	NB	13	False	True	NB	NB	4-1	NB	0.9972977137622112	True	HP	0.2040867195129617	False	NB	0.5477812197656436	True	NB	0.2953328543583947	True	NB	0.7863927696407051	True	True	True
(・∀・;)	nan	0	False	False	HN-D	HN-S	2-1-1-1	HN-S	0.9680616339438988	False	HN-D	0.2158425077048725	False	NB	0.4994362092563674	False	HN-D	0.2397467614141348	False	LP	0.3286120855994335	False	False	False
(・▽・)	HP	1	False	False	NB	NB	2-2-1	NB	0.9903414139219126	False	HP	0.2096313996912021	False	NB	0.526966922490804	False	LP	0.3625254058654317	False	LP	0.6278733667318327	False	False	False
(・⩊・)	nan	0	False	False	NB	NB	2-2-1	NB	0.8369122897981055	False	HP	0.2207131001202685	False	NB	0.5544267263082321	False	LP	0.328513654828059	False	LP	0.5385197674028823	False	False	False
(・へ・)	nan	0	False	False	NB	NB	2-1-1-1	HN-S	0.9646125579955062	False	HP	0.199030172825935	False	NB	0.4988601477477332	False	HN-D	0.3144349549795711	False	NB	0.7107101980391383	False	False	False
(・・;)	nan	0	False	False	LN	LN	2-1-1-1	HN-S	0.9833531048086984	False	LP	0.2620644799055679	False	NB	0.3514864614457237	False	LN	0.360485912490227	False	LN	0.8369703009779884	False	False	False
(・・;ノ)	HN-D	1	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.9910220684915324	False	LP	0.2498684503308315	False	LN	0.286137215271608	False	HN-D	0.320802423337036	False	HN-S	0.8498578584492024	False	False	False
(・﹏・)	nan	0	False	False	HN-D	HN-S	2-1-1-1	HN-S	0.9943633657918038	False	HN-D	0.2164279831968552	False	NB	0.494595107136444	False	HN-D	0.3111110346644715	False	LN	0.4496626895491238	False	False	False
(ーー;)	nan	0	False	False	LN	LN	3-2	HN-D	0.7618354413428832	False	HN-D	0.2139979901612808	False	LN	0.3378205586279357	False	LN	0.325340774558409	False	LN	0.8290487172174301	False	False	False
(人*´∀`)	HP	1	False	False	LP	LP	3-1-1	HP	0.5229869958352656	False	LP	0.1981572393614695	False	LP	0.4571707231778817	False	LN	0.2190411959476532	False	LP	0.8836911174093957	False	False	False
(人*´∇	LP	2	False	False	LP	LP	4-1	LP	0.5725938782120165	False	LP	0.1935076114783678	False	LP	0.4208537279072275	False	LN	0.2175855543291545	False	LP	0.9745185929625886	False	False	False
(灬°‿°灬)	nan	0	False	False	LP	LN	2-1-1-1	LP	0.4196528537977151	False	HN-S	0.1795412979230081	False	NB	0.3170414449470937	False	LP	0.2391337334521146	False	LN	0.905506429025164	False	False	False
(ꈍ‿ꈍ✨)	HP	1	False	False	LP	LN	2-1-1-1	HP	0.950285634196588	False	LP	0.2306664224739573	False	LP	0.6996930826624694	False	HN-S	0.2149526806570083	False	LN	0.958596966968734	False	False	False
(ꈍ‿ꈍ�	HN-D	1	False	False	HN-S	HN-S	2-2-1	HN-S	0.5542993694368938	False	LP	0.2194276038373314	False	LP	0.4359783459051214	False	HN-S	0.3560315104621337	False	LN	0.8435783770203348	False	False	False
(꒪_꒪ׅ)	HN-D	1	False	False	HN-D	HN-D	3-1-1	HN-D	0.654313480136386	False	HN-D	0.3060613363217087	False	HN-S	0.344371002913429	False	HN-D	0.3606078842790259	False	LN	0.8186483869243325	False	False	False
(꒪_꒪✿)	HN-D	1	False	False	HN-D	LN	2-1-1-1	HN-S	0.5389315907550315	False	HN-D	0.2534982596135745	False	LP	0.38750165696572	False	HN-D	0.3981057471718358	False	LN	0.9383026206204444	False	False	False
(꒪ヮ꒪)	HP	1	False	False		HP	1-1-1-1-1	HP	0.9764157323468508	False	LP	0.2481893301495732	False	HN-S	0.2584715313070472	False	HN-D	0.3946145275896073	False	LN	0.8026450882847675	False		False
(꒪ꇴ꒪)	HN-S	3	False	True	HN-S	LN	2-2-1	HN-S	0.5631775645653875	True	HN-D	0.2370969794289216	False	HN-S	0.2725484441308748	True	HN-D	0.3619030289077722	False	LN	0.9656618032049334	False	True	False
(꒪꒫	HP	1	False	False	HN-D	HN-D	3-1-1	HN-D	0.4749405299212614	False	HN-D	0.2183604326310993	False	LP	0.3012790489314976	False	HN-D	0.3967172740176498	False	LN	0.7081467257854331	False	False	False
(눈_눈)	nan	0	False	False	HN-D	HN-D	2-2-1	HN-D	0.9810251230224296	False	HN-S	0.1742730023255873	False	LN	0.3493695621246699	False	HN-D	0.433860291465169	False	LN	0.960645924532935	False	False	False
(️)	HN-S	6	False	True	HN-S	HN-S	3-1-1	HN-S	0.8761140699310865	True	HP	0.1918625912493367	False	HN-S	0.5489476752842055	True	HN-S	0.3319410676402283	True	LN	0.6677082821789605	False	True	True
(️⚠️)	HN-S	1	False	False	HN-S	HN-S	4-1	HN-S	0.9769718777922648	False	HP	0.1920313250342027	False	HN-S	0.6756743098725443	False	HN-S	0.6482674251159362	False	HN-S	0.8075442252714249	False	False	False
(️⚰️)	HN-D	1	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.7136253049288187	False	HP	0.2223419637080128	False	HN-D	0.6770642517632828	False	HN-S	0.3920567821480477	False	LN	0.9928293484150148	False	False	False
(️✈️)	HN-S	2	False	False	HN-S	HN-S	2-1-1-1	NB	0.5872201698844244	False	HP	0.1953314169529844	False	HN-S	0.5519127247709203	False	HN-S	0.2978340892424889	False	LP	0.3331695616112277	False	False	False
(️❤️)	HN-D	2	False	False	LN	LN	3-1-1	HN-S	0.8722179103392422	False	HP	0.2024950754408885	False	LN	0.4620595884787921	False	LN	0.2371231779710716	False	LN	0.9986026980654008	False	False	False
(️️)	HN-D	5	False	True	HN-S	HN-S	3-1-1	HN-S	0.964018819975712	False	HP	0.1935042360907182	False	HN-S	0.4818106994570342	False	HN-S	0.3427491914323293	False	LN	0.5756553868207619	False	False	False
(️️️)	HN-D	2	False	False	HN-S	HN-S	3-1-1	HN-S	0.989618208256152	False	HP	0.1946584511387835	False	HN-S	0.4753039292954906	False	HN-S	0.3958897031917614	False	LN	0.9871039868862642	False	False	False
(︵・ω・)	HN-S	2	False	False	LN	LN	2-2-1	LN	0.8640887684187817	False	HN-D	0.1977654357787498	False	HN-S	0.3183676194135617	False	HN-D	0.4129654001870273	False	LN	0.7154873644058191	False	False	False
(︵・ω・︵)	HN-S	1	False	False	LN	LN	3-2	LN	0.5663508428240271	False	HN-D	0.2087085109251477	False	LN	0.4085346547370419	False	HN-D	0.4058276148598914	False	LN	0.8066491341849432	False	False	False
(︵︵)	HN-S	3	False	True	LN	LN	2-2-1	LN	0.7661062043548966	False	HN-D	0.2551985239385088	False	HN-S	0.4973121195711069	True	HN-D	0.4646806326161364	False	LN	0.7726607465592887	False	False	False
(︵︶︵)	LN	2	False	False	LN	LN	3-2	LN	0.8909076178874678	False	HN-D	0.2156078321458418	False	LN	0.471196904054523	False	HN-D	0.4495687070235689	False	LN	0.8117325384376611	False	False	False
(︵︿︵)	LN	2	False	False	LN	LN	3-2	LN	0.7682780610720494	False	HN-D	0.2735585261730718	False	LN	0.51436584208672	False	HN-D	0.475395073452891	False	LN	0.6599348788284438	False	False	False
(︶︿︶)	LN	2	False	False	LN	LN	3-2	LN	0.8255563959566423	False	HN-D	0.244019552867183	False	LN	0.5595211084778268	False	HN-D	0.3894995132405239	False	LN	0.9120656296414796	False	False	False
(︾⌐‿︾)	HN-D	1	False	False	HN-D	HN-D	2-1-1-1	HP	0.7864881998570887	False	LP	0.2056293035923564	False	HN-D	0.4340733489437575	False	HN-D	0.3647078000283801	False	LN	0.4026429836630429	False	False	False
(︿︿)	HN-D	49	False	True	HN-D	LN	2-2-1	NB	0.4840823211045881	False	HN-D	0.2707185351665686	True	LN	0.3732468606669903	False	HN-D	0.4362633736608431	True	LN	0.6988065390034851	False	True	False
(﹏-)	HN-S	2	False	False	HN-D	HN-D	3-1-1	HN-S	0.9470702423377552	False	HN-D	0.1797629796904072	False	HN-D	0.3295181681557383	False	LN	0.3007903713005098	False	HN-D	0.5448036569472808	False	False	False
(＾3＾)	LP	1	False	False	NB	NB	3-1-1	NB	0.871182531507733	False	HP	0.2339746590709494	False	NB	0.3290409176790443	False	NB	0.3177792679034543	False	LP	0.7434969266315711	False	False	False
(＾_＾)	LP	1	False	False	NB	NB	2-1-1-1	NB	0.9404801315199972	False	HN-D	0.1740213966098737	False	LN	0.3699713570191467	False	NB	0.4970618763881424	False	LP	0.574096719209485	False	False	False
(＾‿＾)	NB	34	False	True	NB	NB	2-1-1-1	NB	0.984870055314279	True	HP	0.2034602692251893	False	HN-D	0.3630742290010024	False	NB	0.4160952616819655	True	LP	0.8708973723262617	False	True	True
(＾∇＾)	LP	1	False	False	HP	HP	2-2-1	HP	0.8471919536334238	False	HP	0.2118083022024362	False	NB	0.3731115275222127	False	NB	0.3775296968554235	False	LP	0.9419385819888136	False	False	False
(＾▽＾)	LP	4	True	True	NB	NB	3-1-1	NB	0.9072492300963816	False	HP	0.2252883543562008	False	NB	0.323805335248306	False	NB	0.3848129329627598	False	LP	0.7696148938241717	True	False	False
(＾・ω・＾)	nan	0	False	False	NB	NB	4-1	NB	0.9986008422190183	False	HP	0.1978692174925561	False	NB	0.3734577135393397	False	NB	0.4525059119716001	False	NB	0.4998045204800213	False	False	False
(＾ｪ＾)	LP	1	False	False	NB	NB	2-1-1-1	NB	0.9796752258944624	False	HP	0.1876183662397542	False	LN	0.3220438015571499	False	NB	0.3513079307528526	False	LP	0.9085066818038856	False	False	False
(ｏ❁・‿・❁)�	HP	1	False	False	LP	HP	2-1-1-1	NB	0.7563968612873717	False	LP	0.2209111970755021	False	LP	0.5690269163832133	False	HN-S	0.5367693170986201	False	HP	0.9973949903631518	False	False	False
(ｏ・ω・)	HP	3	False	True	LP	NB	2-1-1-1	NB	0.9310858357887014	False	LP	0.2283160352275278	False	HN-D	0.3929231846849435	False	HN-S	0.3282225458493916	False	LP	0.6280187248274932	False	False	False
(ｏ・ω・)ﾉﾞ	HP	1	False	False	HP	HP	2-1-1-1	NB	0.8029539988186892	False	LP	0.2570591375988137	False	HN-D	0.6453999155338384	False	HP	0.5599285107903739	False	HP	0.955980785204061	False	False	False
(｡-ω-)	LP	1	True	False	LN	LN	3-1-1	LN	0.990946963357288	False	LP	0.2180992322262462	False	NB	0.4692641118589978	False	LN	0.275356475457446	False	LN	0.8581120628595249	False	False	False
(｡-∀-)	LN	3	False	True	NB	NB	2-2-1	NB	0.9397711222224202	False	LP	0.1979039100320506	False	NB	0.563300728359465	False	LP	0.3313128372984385	False	LN	0.5133672386065607	True	False	False
(｡>‿<｡)	nan	0	False	False	LP	HP	2-1-1-1	HP	0.965012863719352	False	LP	0.214821901872887	False	NB	0.4964274794895628	False	LP	0.2365596799108941	False	LN	0.4033678853863361	False	False	False
(｡>﹏<｡)	HN-S	5	False	True	HN-S	HN-S	3-1-1	HN-S	0.971741489662622	True	HN-S	0.2012656355996354	True	NB	0.6150068141979901	False	HN-S	0.4174546695515508	True	LN	0.9012273945412892	False	True	True
(｡´▽`｡)	LP	1	False	False	LP	LP	3-1-1	LP	0.8402351891491375	False	LP	0.2711619012916363	False	NB	0.3098409850819828	False	HP	0.3558539975145884	False	LP	0.344395765014701	False	False	False
(｡´꒳`｡)	nan	0	False	False	LP	LN	2-2-1	LP	0.9981617174803812	False	LP	0.2035533533148741	False	LN	0.3180464693630512	False	HN-S	0.2756576338643517	False	LN	0.8878500417240129	False	False	False
(｡˃ᆺ˂｡)	HP	2	False	False	LP	LP	2-1-1-1	HN-S	0.7211622128627468	False	LP	0.2170361392437399	False	NB	0.5430843325176781	False	LN	0.3123461803418197	False	LP	0.6436156045807486	False	False	False
(｡˃‿˂)	HP	10	True	True	LP	LP	3-1-1	HP	0.8248035627555906	True	LP	0.2479032831036893	False	NB	0.5364124535084793	False	LP	0.2653749315390479	False	LP	0.668538960751627	False	False	False
(｡˃‿˂｡)	HP	1	False	False	LP	LP	3-1-1	HP	0.9454632687781184	False	LP	0.2656454372018801	False	NB	0.4345421786794073	False	LP	0.2922345334380565	False	LP	0.7415870513229144	False	False	False
(｡˘-˘｡)	LP	1	True	False	HN-D	LP	2-2-1	HN-D	0.3061812719946643	False	HN-D	0.2246348067258334	False	LN	0.3024935280397508	False	LP	0.3172076116310122	False	LP	0.9414941893440676	False	False	False
(｡‿‿‿｡)	LP	17	False	True	LP	LP	4-1	LP	0.7510441056465731	True	LP	0.2564416288667338	True	LP	0.3220916663875789	True	LP	0.2766826210269171	True	HN-D	0.674297451464699	False	True	True
(｡╯︵╰｡)	LN	39	False	True	LN	LN	2-1-1-1	LN	0.9996558612325877	True	HN-D	0.3009584343185548	False	NB	0.3370753378777438	False	HN-S	0.4204359891749021	False	LN	0.945220678349978	True	True	True
(｡╹ω╹｡)	nan	0	False	False	LP	LP	2-1-1-1	NB	0.8976794675384134	False	LP	0.1938373807824168	False	LN	0.2969150121629172	False	HN-D	0.306401906159455	False	LP	0.7377251234996965	False	False	False
(｡◕‿◕｡)	NB	83	True	True	NB	NB	2-1-1-1	NB	0.9607236922607096	True	LP	0.213554250247683	False	NB	0.4483527702891809	True	HP	0.3710265828579163	False	LN	0.8761436667208344	False	True	True
(｡◕◕｡)	nan	0	False	False	NB	NB	2-1-1-1	NB	0.9649727450197284	False	HN-D	0.1999892397161471	False	NB	0.3931248898127036	False	HP	0.4213551654099469	False	LN	0.8656320069029885	False	False	False
(｡♥‿♥｡)	LP	55	True	True	LP	LP	4-1	LP	0.9563140472744348	True	LP	0.2652851148404765	True	LP	0.3933215530217056	True	HP	0.5701148158571957	False	LP	0.8468484397144002	True	True	True
(｡・	nan	0	False	False	LP	LP	3-2	NB	0.6507803963104839	False	LP	0.2119869397142727	False	NB	0.365617513826673	False	LP	0.2659400156386776	False	LP	0.743214937484102	False	False	False
(｡・ˇ‸ˇ・｡)	HN-D	3	False	True	HN-D	LP	2-2-1	HN-D	0.3996798402153417	True	HN-D	0.1893096473894809	True	LN	0.3346708077876933	False	LP	0.2699499890859526	False	LP	0.8580636106749376	False	True	False
(｡・̀‿-)	NB	21	True	True	LP	LP	3-1-1	NB	0.4833077546734556	True	LP	0.2138547093079096	False	LN	0.2392824435501649	False	LP	0.245701618356845	False	LP	0.3682995302065269	False	False	False
